accessionNumber,AccountsAndNotesReceivableNet,AccountsPayableCurrent,AccountsReceivableNetCurrent,AccruedAndOtherCurrentLiabilities,AccruedPurchases,AccruedWarrantyReserveCurrentPortion,AccruedWarrantyReserveNoncurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapitalCommonStock,AdjustmentForNetLossRealizedAndIncludedInNetIncome,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,AllocatedShareBasedCompensationExpense,Assets,AssetsCurrent,AssetsFairValueDisclosure,AvailableForSaleDebtSecuritiesAmortizedCostBasis,AvailableForSaleSecuritiesDebtMaturitiesNextRollingTwelveMonthsAmortizedCostBasis,AvailableForSaleSecuritiesDebtMaturitiesRollingYearSixThroughTenAmortizedCostBasis,AvailableForSaleSecuritiesDebtMaturitiesRollingYearTwoThroughFiveAmortizedCostBasis,AvailableForSaleSecuritiesDebtMaturitiesSingleMaturityDateAmortizedCostBasis,AvailableForSaleSecuritiesDebtSecurities,BuyOutOfNoncontrollingInterest,CashAndCashEquivalentsAtCarryingValue,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,cik,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ComprehensiveIncomeNetOfTax,ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,ContractWithCustomerLiabilityCurrent,ContractWithCustomerLiabilityNoncurrent,CostOfRevenue,CustomerDepositsLiabilitiesCurrent,dateFiled,DebtCurrent,DebtInstrumentCarryingAmount,DebtInstrumentUnusedBorrowingCapacityAmount,Depreciation,DigitalAssetsNetNonCurrent,DilutiveSecuritiesEffectOnBasicEarningsPerShareOther,DocumentFiscalPeriodFocus,DocumentFiscalYearFocus,documentType,EarningsPerShareBasic,EarningsPerShareDiluted,EmployeeRelatedLiabilitiesCurrent,entityName,FinanceLeaseLiabilityCurrent,FinanceLeaseLiabilityNoncurrent,FinancingReceivableAllowanceForCreditLosses,Goodwill,GrossProfit,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncrementalCommonSharesAttributableToCallOptionsAndWarrants,IncrementalCommonSharesAttributableToConversionOfDebtSecurities,IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,IntangibleAssetsNetExcludingGoodwill,InterestExpense,InventoryFinishedGoodsNetOfReserves,InventoryNet,InventoryPartsAndComponentsNetOfReserves,InventoryRawMaterialsNetOfReserves,InventoryWorkInProcessNetOfReserves,InvestmentIncomeInterest,irsNumber,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LongTermDebt,LongTermDebtAndFinanceLeasesCurrent,LongTermDebtAndFinanceLeasesNoncurrent,MinorityInterest,MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,MinorityInterestDecreaseFromRedemptions,NetIncomeLoss,NetIncomeLossAttributableToNoncontrollingInterest,NetIncomeLossAvailableToCommonStockholdersBasic,NetIncomeLossAvailableToCommonStockholdersDiluted,NetIncomeLossIncludingPortionAttributableToRedeemableNonControllingInterestAndNonControllingInterestInSubsidiaries,NoncurrentAssets,NonRule10b51ArrAdoptedFlag,NonRule10b51ArrTrmntdFlag,NotesAndLoansReceivableNetCurrent,OperatingExpenses,OperatingIncomeLoss,OperatingLeaseLiabilityCurrent,OperatingLeaseLiabilityNoncurrent,OperatingLeaseRightOfUseAsset,OtherAssetsNoncurrent,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,OtherLiabilitiesCurrent,OtherLiabilitiesMiscellaneousNoncurrent,OtherLiabilitiesNoncurrent,OtherNonoperatingIncomeExpense,periodEnd,periodStart,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpenseAndOtherAssetsCurrent,ProductWarrantyAccrualPreexistingIncreaseDecrease,ProfitLoss,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,PropertySubjectToOrAvailableForOperatingLeaseAccumulatedDepreciation,PropertySubjectToOrAvailableForOperatingLeaseGross,RedeemableNoncontrollingInterestEquityCarryingAmount,reportLink,ResearchAndDevelopmentExpense,RestrictedCashCurrent,RestrictedCashNoncurrent,RestructuringAndOtherExpenses,RetainedEarningsAccumulatedDeficit,RevenueFromContractWithCustomerExcludingAssessedTax,RevenueRemainingPerformanceObligation,Revenues,Rule10b51ArrAdoptedFlag,Rule10b51ArrTrmntdFlag,SalesReturnReserveCurrent,SalesTypeLeaseLeaseReceivable,SalesTypeLeaseNetInvestmentInLease,SalesTypeLeaseNetInvestmentInLeaseAllowanceForCreditLoss,SalesTypeLeaseUnearnedInterestIncome,SellingGeneralAndAdministrativeExpense,ShortTermInvestments,StandardProductWarrantyAccrual,StandardProductWarrantyAccrualPayments,StandardProductWarrantyAccrualWarrantiesIssued,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueEquityIncentiveAwards,TaxesPayableCurrent,TemporaryEquityBuyOutOfNoncontrollingInterests,TemporaryEquityCarryingAmountIncludingPortionAttributableToNoncontrollingInterests,TemporaryEquityDistributionsToNoncontrollingInterests,TemporaryEquityNetIncome,TradingSymbol,UnrealizedGainLossOnInvestments,UnrecognizedTaxBenefits,UnrecognizedTaxBenefitsOfDeferredTaxAccountingThatWouldNotImpactAnnualEffectiveRate,update,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfSharesOutstandingBasic,id,key,subkey,date,updated
0001628280-23-034847,268000000,13937000000,2520000000,7636000000,2708000000,1376000000,3346000000,11240000000,-692000000,34201000000,0,513000000,465000000,93941000000,45026000000,11298000000,26089000000,9734000000,28000000,383000000,10145000000,26077000000,2000000,15932000000,16590000000,0001318605,0.001,6000000000,3179000000,3179000000,3000000,1571000000,25000000,1596000000,2206000000,3059000000,19172000000,894000000,1698019200000,1552000000,3726000000,5000000000,897000000,184000000,0,Q3,2023,10-Q,0.58,0.53,1192000000,"Tesla, Inc.",415000000,274000000,37000000,250000000,4178000000,2045000000,167000000,11000000,2000000,304000000,191000000,38000000,4550000000,13721000000,1108000000,5817000000,2246000000,282000000,912197729,39446000000,93941000000,26640000000,2152000000,1967000000,2426000000,752000000,33000000,2000000,1853000000,25000000,1851000000,1851000000,1874000000,33037000000,false,false,6000000,2414000000,1764000000,613000000,3181000000,3637000000,5497000000,-289000000,-282000000,434000000,794000000,7321000000,37000000,1696032000000,1688169600000,0.001,100000000,0,0,0,2708000000,15000000,1878000000,38984000000,27744000000,1280000000,7400000000,277000000,https://www.sec.gov/Archives/edgar/data/1318605/000162828023034847/tsla-20230930_htm.xml,1161000000,453000000,205000000,0,19954000000,23350000000,1910000000,23350000000,false,false,218000000,803000000,713000000,6000000,84000000,1253000000,10145000000,4722000000,335000000,577000000,53466000000,54218000000,0,254000000,1095000000,5000000,277000000,10000000,4000000,TSLA,7000000,1040000000,616000000,20231020,3493000000,3176000000,REPORTED_FINANCIALS,TSLA,10-Q,1698019200000,1698189909000
