time_published,overall_sentiment_score
2023-12-07,0.1341415
2023-12-09,0.2749763333333333
2023-12-10,0.47718
2023-12-12,0.2703856666666667
2023-12-13,0.34222366666666665
2023-12-14,0.2558586
2023-12-15,0.2556524
2023-12-18,0.2840005
2023-12-19,0.319241
2023-12-20,0.3121125
2023-12-21,0.24179
2023-12-22,0.23225533333333334
2023-12-24,0.297187
2023-12-26,0.25643875
2023-12-27,0.3044994
2023-12-28,0.30787025
