priceDate,open,low,high,close,volume,Revenues,NetIncomeLoss,EarningsPerShareBasic,EarningsPerShareDiluted,OperatingIncomeLoss,CostOfRevenue,GrossProfit,CashAndCashEquivalentsAtCarryingValue,LongTermDebt,DebtCurrent,Assets,LiabilitiesCurrent,InventoryNet,ResearchAndDevelopmentExpense,weather_code,temperature_2m_max,temperature_2m_min
1699398000.0,223.15,217.64,224.15,222.11,106584841.0,23350000000,1853000000,0.58,0.53,1764000000,19172000000,4178000000,15932000000,2152000000,1552000000,93941000000,26640000000,13721000000,1161000000,2.0,9.8175,3.9675
1699311600.0,219.98,215.72,223.12,222.18,116900130.0,23350000000,1853000000,0.58,0.53,1764000000,19172000000,4178000000,15932000000,2152000000,1552000000,93941000000,26640000000,13721000000,1161000000,61.0,19.917501,10.617499
1699225200.0,223.98,215.0,226.32,219.27,117335820.0,23350000000,1853000000,0.58,0.53,1764000000,19172000000,4178000000,15932000000,2152000000,1552000000,93941000000,26640000000,13721000000,1161000000,51.0,12.0675,4.1675
1698966000.0,221.15,218.4,226.3701,219.96,119534790.0,23350000000,1853000000,0.58,0.53,1764000000,19172000000,4178000000,15932000000,2152000000,1552000000,93941000000,26640000000,13721000000,1161000000,1.0,12.4675,0.9175
1698879600.0,212.97,211.45,219.2,218.51,125987621.0,23350000000,1853000000,0.58,0.53,1764000000,19172000000,4178000000,15932000000,2152000000,1552000000,93941000000,26640000000,13721000000,1161000000,1.0,9.4675,-0.0325
1698793200.0,204.04,197.85,205.99,205.66,121661656.0,23350000000,1853000000,0.58,0.53,1764000000,19172000000,4178000000,15932000000,2152000000,1552000000,93941000000,26640000000,13721000000,1161000000,51.0,9.2175,2.6175
1698706800.0,196.12,194.07,202.8,200.84,118068273.0,23350000000,1853000000,0.58,0.53,1764000000,19172000000,4178000000,15932000000,2152000000,1552000000,93941000000,26640000000,13721000000,1161000000,3.0,10.4675,6.6675
1698620400.0,209.28,194.67,210.88,197.36,136448167.0,23350000000,1853000000,0.58,0.53,1764000000,19172000000,4178000000,15932000000,2152000000,1552000000,93941000000,26640000000,13721000000,1161000000,51.0,19.3675,10.0675
1698357600.0,210.6,205.77,212.41,207.3,94881173.0,23350000000,1853000000,0.58,0.53,1764000000,19172000000,4178000000,15932000000,2152000000,1552000000,93941000000,26640000000,13721000000,1161000000,3.0,24.1175,12.4175
1698271200.0,211.32,204.88,214.8,205.76,115112635.0,23350000000,1853000000,0.58,0.53,1764000000,19172000000,4178000000,15932000000,2152000000,1552000000,93941000000,26640000000,13721000000,1161000000,1.0,24.7175,9.4175
1698184800.0,215.88,212.2,220.1,212.42,107065087.0,23350000000,1853000000,0.58,0.53,1764000000,19172000000,4178000000,15932000000,2152000000,1552000000,93941000000,26640000000,13721000000,1161000000,2.0,21.6175,7.8675003
1698098400.0,216.5,214.11,222.05,216.52,118231113.0,23350000000,1853000000,0.58,0.53,1764000000,19172000000,4178000000,15932000000,2152000000,1552000000,93941000000,26640000000,13721000000,1161000000,2.0,16.817501,4.9675
1698012000.0,210.0,202.51,216.98,212.08,150683368.0,23350000000,1853000000,0.58,0.53,1764000000,19172000000,4178000000,15932000000,2152000000,1552000000,93941000000,26640000000,13721000000,1161000000,2.0,15.9675,7.1175003
1697752800.0,217.01,210.42,218.8606,211.99,138010095.0,23350000000,1853000000,0.58,0.53,1764000000,19172000000,4178000000,15932000000,2152000000,1552000000,93941000000,26640000000,13721000000,1161000000,63.0,17.167501,13.7675
1697666400.0,225.95,216.78,230.61,220.11,170772713.0,23350000000,1853000000,0.58,0.53,1764000000,19172000000,4178000000,15932000000,2152000000,1552000000,93941000000,26640000000,13721000000,1161000000,3.0,17.567501,7.2675004
1697580000.0,252.7,242.08,254.63,242.68,125147846.0,23350000000,1853000000,0.58,0.53,1764000000,19172000000,4178000000,15932000000,2152000000,1552000000,93941000000,26640000000,13721000000,1161000000,51.0,17.1175,7.1175003
1697493600.0,250.1,247.08,257.183,254.85,93562909.0,23350000000,1853000000,0.58,0.53,1764000000,19172000000,4178000000,15932000000,2152000000,1552000000,93941000000,26640000000,13721000000,1161000000,51.0,16.7175,8.367499
1697407200.0,250.05,248.48,255.3999,253.92,88917176.0,23350000000,1853000000,0.58,0.53,1764000000,19172000000,4178000000,15932000000,2152000000,1552000000,93941000000,26640000000,13721000000,1161000000,51.0,17.4675,6.7175
1697148000.0,258.9,250.22,259.6,251.12,102296786.0,23350000000,1853000000,0.58,0.53,1764000000,19172000000,4178000000,15932000000,2152000000,1552000000,93941000000,26640000000,13721000000,1161000000,1.0,17.3675,8.867499
1697061600.0,262.92,256.6307,265.41,258.87,111508114.0,23350000000,1853000000,0.58,0.53,1764000000,19172000000,4178000000,15932000000,2152000000,1552000000,93941000000,26640000000,13721000000,1161000000,3.0,20.917501,7.5675
1696975200.0,266.2,260.9,268.6,262.99,103706266.0,23350000000,1853000000,0.58,0.53,1764000000,19172000000,4178000000,15932000000,2152000000,1552000000,93941000000,26640000000,13721000000,1161000000,2.0,20.5175,8.7175
1696888800.0,257.75,257.65,268.94,263.62,122656030.0,23350000000,1853000000,0.58,0.53,1764000000,19172000000,4178000000,15932000000,2152000000,1552000000,93941000000,26640000000,13721000000,1161000000,2.0,17.817501,8.3175
1696802400.0,255.31,252.05,261.36,259.67,101377947.0,23350000000,1853000000,0.58,0.53,1764000000,19172000000,4178000000,15932000000,2152000000,1552000000,93941000000,26640000000,13721000000,1161000000,51.0,15.5175,7.0175004
1696543200.0,253.98,250.65,261.65,260.53,118121812.0,23350000000,1853000000,0.58,0.53,1764000000,19172000000,4178000000,15932000000,2152000000,1552000000,93941000000,26640000000,13721000000,1161000000,63.0,22.1175,17.6175
1696456800.0,260.0,256.25,263.6,260.05,119159214.0,23350000000,1853000000,0.58,0.53,1764000000,19172000000,4178000000,15932000000,2152000000,1552000000,93941000000,26640000000,13721000000,1161000000,3.0,23.417501,13.3175
1696370400.0,248.14,247.6,261.86,261.16,129721567.0,23350000000,1853000000,0.58,0.53,1764000000,19172000000,4178000000,15932000000,2152000000,1552000000,93941000000,26640000000,13721000000,1161000000,3.0,27.417501,15.2675
1696284000.0,248.61,244.45,250.02,246.53,101985305.0,23350000000,1853000000,0.58,0.53,1764000000,19172000000,4178000000,15932000000,2152000000,1552000000,93941000000,26640000000,13721000000,1161000000,3.0,26.8675,12.867499
1696197600.0,244.81,242.62,254.2799,251.6,123810402.0,23350000000,1853000000,0.58,0.53,1764000000,19172000000,4178000000,15932000000,2152000000,1552000000,93941000000,26640000000,13721000000,1161000000,3.0,25.0175,15.4675
1695938400.0,250.0,246.35,254.77,250.22,128522729.0,23350000000,1853000000,0.58,0.53,1764000000,19172000000,4178000000,15932000000,2152000000,1552000000,93941000000,26640000000,13721000000,1161000000,65.0,17.6175,13.6675
1695852000.0,240.02,238.65,247.55,246.38,117058870.0,23350000000,1853000000,0.58,0.53,1764000000,19172000000,4178000000,15932000000,2152000000,1552000000,93941000000,26640000000,13721000000,1161000000,53.0,19.167501,11.2675
