close,fclose,fhigh,flow,fopen,fvolume,high,low,open,priceDate,symbol,uclose,uhigh,ulow,uopen,uvolume,volume,id,key,subkey,date,updated
308.633,308.633,313.607,305,311,72256317.00000007,313.607,305,311,2022-08-04,TSLA,925.9,940.82,915,933,24085439,72256317.00000007,HISTORICAL_PRICES,TSLA,,1659571200000,1661544971000
307.397,307.397,309.55,301.15,305,80091105.00000009,309.55,301.15,305,2022-08-03,TSLA,922.19,928.65,903.45,915,26697035,80091105.00000009,HISTORICAL_PRICES,TSLA,,1659484800000,1661544969000
300.587,300.587,307.833,292.667,294.003,95577468.0000001,307.833,292.667,294.003,2022-08-02,TSLA,901.76,923.5,878,882.01,31859156,95577468.0000001,HISTORICAL_PRICES,TSLA,,1659398400000,1661544965000
297.277,297.277,311.878,295,301.275,117042888.00000012,311.878,295,301.275,2022-08-01,TSLA,891.83,935.6347,885,903.825,39014296,117042888.00000012,HISTORICAL_PRICES,TSLA,,1659312000000,1661544970000
297.15,297.15,298.32,279.1,280.7,95312883.0000001,298.32,279.1,280.7,2022-07-29,TSLA,891.45,894.96,837.3,842.1,31770961,95312883.0000001,HISTORICAL_PRICES,TSLA,,1659052800000,1661544969000
280.9,280.9,283.3,272.8,280.067,84722991.00000009,283.3,272.8,280.067,2022-07-28,TSLA,842.7,849.9,818.4,840.2,28240997,84722991.00000009,HISTORICAL_PRICES,TSLA,,1658966400000,1661544965000
274.82,274.82,275.926,261.79,263.81,88109988.00000009,275.926,261.79,263.81,2022-07-27,TSLA,824.46,827.7768,785.3701,791.43,29369996,88109988.00000009,HISTORICAL_PRICES,TSLA,,1658880000000,1661544965000
258.86,258.86,267.31,256.263,266.513,66820758.00000007,267.31,256.263,266.513,2022-07-26,TSLA,776.58,801.9299,768.79,799.54,22273586,66820758.00000007,HISTORICAL_PRICES,TSLA,,1658793600000,1661544969000
268.433,268.433,274.147,267.4,272.217,64073505.00000007,274.147,267.4,272.217,2022-07-25,TSLA,805.3,822.44,802.2,816.65,21357835,64073505.00000007,HISTORICAL_PRICES,TSLA,,1658707200000,1661544968000
272.243,272.243,280.787,270.713,276.22,103472847.0000001,280.787,270.713,276.22,2022-07-22,TSLA,816.73,842.36,812.14,828.66,34490949,103472847.0000001,HISTORICAL_PRICES,TSLA,,1658448000000,1661544964000
271.707,271.707,273.267,254.867,255.107,142032177.00000015,273.267,254.867,255.107,2022-07-21,TSLA,815.12,819.8,764.6,765.32,47344059,142032177.00000015,HISTORICAL_PRICES,TSLA,,1658361600000,1661544965000
247.5,247.5,250.663,243.483,246.783,88864089.00000009,250.663,243.483,246.783,2022-07-20,TSLA,742.5,751.99,730.449,740.35,29621363,88864089.00000009,HISTORICAL_PRICES,TSLA,,1658275200000,1661544968000
245.53,245.53,247.14,236.977,245,80890110.00000009,247.14,236.977,245,2022-07-19,TSLA,736.59,741.42,710.93,735,26963370,80890110.00000009,HISTORICAL_PRICES,TSLA,,1658188800000,1661544970000
240.547,240.547,250.517,239.603,244.937,82537428.00000009,250.517,239.603,244.937,2022-07-18,TSLA,721.64,751.55,718.81,734.81,27512476,82537428.00000009,HISTORICAL_PRICES,TSLA,,1658102400000,1661544970000
240.067,240.067,243.623,236.89,240,69683019.00000007,243.623,236.89,240,2022-07-15,TSLA,720.2,730.8699,710.67,720,23227673,69683019.00000007,HISTORICAL_PRICES,TSLA,,1657843200000,1661544971000
238.313,238.313,238.653,229.333,234.897,78557499.00000009,238.653,229.333,234.897,2022-07-14,TSLA,714.94,715.96,688,704.69,26185833,78557499.00000009,HISTORICAL_PRICES,TSLA,,1657756800000,1661544968000
237.04,237.04,242.06,225.033,225.5,97954497.0000001,242.06,225.033,225.5,2022-07-13,TSLA,711.12,726.1799,675.1,676.5,32651499,97954497.0000001,HISTORICAL_PRICES,TSLA,,1657670400000,1661544964000
233.07,233.07,239.773,228.368,236.847,87930960.00000009,239.773,228.368,236.847,2022-07-12,TSLA,699.21,719.32,685.105,710.54,29310320,87930960.00000009,HISTORICAL_PRICES,TSLA,,1657584000000,1661544967000
234.343,234.343,253.063,233.627,252.103,99509220.0000001,253.063,233.627,252.103,2022-07-11,TSLA,703.03,759.19,700.88,756.31,33169740,99509220.0000001,HISTORICAL_PRICES,TSLA,,1657497600000,1661544969000
250.763,250.763,254.98,241.161,242.333,101854086.0000001,254.98,241.161,242.333,2022-07-08,TSLA,752.29,764.9399,723.4843,727,33951362,101854086.0000001,HISTORICAL_PRICES,TSLA,,1657238400000,1661544971000
244.543,244.543,245.362,232.21,233.92,81930690.00000009,245.362,232.21,233.92,2022-07-07,TSLA,733.63,736.085,696.63,701.76,27310230,81930690.00000009,HISTORICAL_PRICES,TSLA,,1657152000000,1661544965000
231.733,231.733,234.563,227.187,230.78,71853630.00000007,234.563,227.187,230.78,2022-07-06,TSLA,695.2,703.69,681.56,692.34,23951210,71853630.00000007,HISTORICAL_PRICES,TSLA,,1657065600000,1661544971000
233.067,233.067,233.147,216.167,223,84779112.00000009,233.147,216.167,223,2022-07-05,TSLA,699.2,699.44,648.5001,669,28259704,84779112.00000009,HISTORICAL_PRICES,TSLA,,1656979200000,1661544971000
227.263,227.263,230.23,222.12,227,74460444.00000007,230.23,222.12,227,2022-07-01,TSLA,681.79,690.69,666.3601,681,24820148,74460444.00000007,HISTORICAL_PRICES,TSLA,,1656633600000,1661544968000
224.473,224.473,229.457,218.863,224.51,94600452.0000001,229.457,218.863,224.51,2022-06-30,TSLA,673.42,688.37,656.59,673.53,31533484,94600452.0000001,HISTORICAL_PRICES,TSLA,,1656547200000,1661544964000
228.49,228.49,231.173,222.273,230.5,82897254.00000009,231.173,222.273,230.5,2022-06-29,TSLA,685.47,693.52,666.82,691.5,27632418,82897254.00000009,HISTORICAL_PRICES,TSLA,,1656460800000,1661544966000
232.663,232.663,249.97,232.343,244.483,90666501.00000007,249.97,232.343,244.483,2022-06-28,TSLA,697.99,749.91,697.03,733.45,30222167,90666501.00000007,HISTORICAL_PRICES,TSLA,,1656374400000,1661544964000
244.92,244.92,252.07,242.566,249.367,89178312.00000009,252.07,242.566,249.367,2022-06-27,TSLA,734.76,756.21,727.6966,748.1,29726104,89178312.00000009,HISTORICAL_PRICES,TSLA,,1656288000000,1661544970000
245.707,245.707,246.067,236.087,237.468,95770695.0000001,246.067,236.087,237.468,2022-06-24,TSLA,737.12,738.2,708.26,712.405,31923565,95770695.0000001,HISTORICAL_PRICES,TSLA,,1656028800000,1661544971000
235.07,235.07,239.317,228.637,237.905,104202678.0000001,239.317,228.637,237.905,2022-06-23,TSLA,705.21,717.95,685.91,713.715,34734226,104202678.0000001,HISTORICAL_PRICES,TSLA,,1655942400000,1661544968000
236.087,236.087,246.833,233.827,234.503,101527260.0000001,246.833,233.827,234.503,2022-06-22,TSLA,708.26,740.5,701.48,703.51,33842420,101527260.0000001,HISTORICAL_PRICES,TSLA,,1655856000000,1661544964000
237.037,237.037,243.577,224.333,224.603,122792955.00000012,243.577,224.333,224.603,2022-06-21,TSLA,711.11,730.7321,673,673.81,40930985,122792955.00000012,HISTORICAL_PRICES,TSLA,,1655769600000,1661544962000
216.76,216.76,220.969,213.197,213.433,92641770.0000001,220.969,213.197,213.433,2022-06-17,TSLA,650.28,662.9082,639.59,640.3,30880590,92641770.0000001,HISTORICAL_PRICES,TSLA,,1655424000000,1661544968000
213.1,213.1,225.167,208.693,222.737,107390700.00000012,225.167,208.693,222.737,2022-06-16,TSLA,639.3,675.5,626.08,668.21,35796900,107390700.00000012,HISTORICAL_PRICES,TSLA,,1655337600000,1661544967000
233,233,235.663,218.15,220.917,119131935.00000012,235.663,218.15,220.917,2022-06-15,TSLA,699,706.9899,654.45,662.75,39710645,119131935.00000012,HISTORICAL_PRICES,TSLA,,1655251200000,1661544972000
220.89,220.89,226.33,211.737,218.287,97988796.0000001,226.33,211.737,218.287,2022-06-14,TSLA,662.67,678.99,635.21,654.86,32662932,97988796.0000001,HISTORICAL_PRICES,TSLA,,1655164800000,1661544962000
215.737,215.737,226.633,214.683,223.167,102767262.0000001,226.633,214.683,223.167,2022-06-13,TSLA,647.21,679.9,644.05,669.5,34255754,102767262.0000001,HISTORICAL_PRICES,TSLA,,1655078400000,1661544966000
232.23,232.23,239.5,227.913,235.157,98090898.0000001,239.5,227.913,235.157,2022-06-10,TSLA,696.69,718.5,683.74,705.47,32696966,98090898.0000001,HISTORICAL_PRICES,TSLA,,1654819200000,1661544969000
239.707,239.707,255.547,239.327,249.34,96491307.0000001,255.547,239.327,249.34,2022-06-09,TSLA,719.12,766.6399,717.98,748.02,32163769,96491307.0000001,HISTORICAL_PRICES,TSLA,,1654732800000,1661544972000
241.867,241.867,249.963,239.177,240.087,76210620.00000007,249.963,239.177,240.087,2022-06-08,TSLA,725.6,749.89,717.53,720.26,25403540,76210620.00000007,HISTORICAL_PRICES,TSLA,,1654646400000,1661544968000
238.887,238.887,239.997,230.093,234,72808602.00000007,239.997,230.093,234,2022-06-07,TSLA,716.66,719.99,690.28,702,24269534,72808602.00000007,HISTORICAL_PRICES,TSLA,,1654560000000,1661544970000
238.28,238.28,244.867,234.35,244.353,84204522.00000009,244.867,234.35,244.353,2022-06-06,TSLA,714.84,734.6,703.05,733.06,28068174,84204522.00000009,HISTORICAL_PRICES,TSLA,,1654473600000,1661544963000
234.517,234.517,247.797,233.418,243.225,112393737.00000012,247.797,233.418,243.225,2022-06-03,TSLA,703.55,743.3899,700.2534,729.675,37464579,112393737.00000012,HISTORICAL_PRICES,TSLA,,1654214400000,1661544964000
258.333,258.333,264.21,242.067,244.157,93473118.0000001,264.21,242.067,244.157,2022-06-02,TSLA,775,792.63,726.2,732.47,31157706,93473118.0000001,HISTORICAL_PRICES,TSLA,,1654128000000,1661544971000
246.79,246.79,257.327,243.64,251.72,77247963.00000007,257.327,243.64,251.72,2022-06-01,TSLA,740.37,771.98,730.92,755.16,25749321,77247963.00000007,HISTORICAL_PRICES,TSLA,,1654041600000,1661544969000
252.753,252.753,259.6,244.743,257.947,101914371.0000001,259.6,244.743,257.947,2022-05-31,TSLA,758.26,778.8,734.23,773.84,33971457,101914371.0000001,HISTORICAL_PRICES,TSLA,,1653955200000,1661544970000
253.21,253.21,253.267,240.177,241.083,89294982.00000009,253.267,240.177,241.083,2022-05-27,TSLA,759.63,759.8,720.5311,723.25,29764994,89294982.00000009,HISTORICAL_PRICES,TSLA,,1653609600000,1661544968000
235.91,235.91,239.557,217.887,220.473,106003344.00000012,239.557,217.887,220.473,2022-05-26,TSLA,707.73,718.6699,653.66,661.42,35334448,106003344.00000012,HISTORICAL_PRICES,TSLA,,1653523200000,1661544971000
219.6,219.6,223.107,207.67,207.95,92139324.0000001,223.107,207.67,207.95,2022-05-25,TSLA,658.8,669.32,623.0101,623.85,30713108,92139324.0000001,HISTORICAL_PRICES,TSLA,,1653436800000,1661544970000
209.387,209.387,217.973,206.857,217.843,89092515.00000009,217.973,206.857,217.843,2022-05-24,TSLA,628.16,653.92,620.57,653.53,29697505,89092515.00000009,HISTORICAL_PRICES,TSLA,,1653350400000,1661544969000
224.967,224.967,226.652,212.687,218.34,88903638.00000009,226.652,212.687,218.34,2022-05-23,TSLA,674.9,679.9551,638.06,655.02,29634546,88903638.00000009,HISTORICAL_PRICES,TSLA,,1653264000000,1661544971000
221.3,221.3,240.527,211,237.997,144973305.00000015,240.527,211,237.997,2022-05-20,TSLA,663.9,721.582,633,713.99,48324435,144973305.00000015,HISTORICAL_PRICES,TSLA,,1653004800000,1661544964000
236.473,236.473,244.667,231.37,235.667,90296673.00000007,244.667,231.37,235.667,2022-05-19,TSLA,709.42,734,694.11,707,30098891,90296673.00000007,HISTORICAL_PRICES,TSLA,,1652918400000,1661544965000
236.603,236.603,253.5,233.603,248.173,87811812.00000009,253.5,233.603,248.173,2022-05-18,TSLA,709.81,760.5,700.81,744.52,29270604,87811812.00000009,HISTORICAL_PRICES,TSLA,,1652832000000,1661544970000
253.87,253.87,254.827,242.95,249.12,80236110.00000009,254.827,242.95,249.12,2022-05-17,TSLA,761.61,764.48,728.85,747.36,26745370,80236110.00000009,HISTORICAL_PRICES,TSLA,,1652745600000,1661544971000
241.457,241.457,256.587,239.696,255.72,86098539.00000009,256.587,239.696,255.72,2022-05-16,TSLA,724.37,769.76,719.0885,767.16,28699513,86098539.00000009,HISTORICAL_PRICES,TSLA,,1652659200000,1661544969000
256.53,256.53,262.45,250.522,257.827,92150724.0000001,262.45,250.522,257.827,2022-05-13,TSLA,769.59,787.3499,751.565,773.48,30716908,92150724.0000001,HISTORICAL_PRICES,TSLA,,1652400000000,1661544969000
242.667,242.667,253.22,226.667,233.667,140312862.00000015,253.22,226.667,233.667,2022-05-12,TSLA,728,759.66,680,701,46770954,140312862.00000015,HISTORICAL_PRICES,TSLA,,1652313600000,1661544971000
244.667,244.667,269.923,242.4,265,97224459.0000001,269.923,242.4,265,2022-05-11,TSLA,734,809.77,727.2,795,32408153,97224459.0000001,HISTORICAL_PRICES,TSLA,,1652227200000,1661544969000
266.68,266.68,275.12,258.083,273.103,84401631.00000009,275.12,258.083,273.103,2022-05-10,TSLA,800.04,825.36,774.25,819.31,28133877,84401631.00000009,HISTORICAL_PRICES,TSLA,,1652140800000,1661544969000
262.37,262.37,281.877,260.383,278.817,90810222.00000007,281.877,260.383,278.817,2022-05-09,TSLA,787.11,845.63,781.15,836.45,30270074,90810222.00000007,HISTORICAL_PRICES,TSLA,,1652054400000,1661544971000
288.55,288.55,296,281.035,295.667,72903111.00000007,296,281.035,295.667,2022-05-06,TSLA,865.65,888,843.105,887,24301037,72903111.00000007,HISTORICAL_PRICES,TSLA,,1651795200000,1661544969000
291.093,291.093,315.2,285.9,313.07,92519193.0000001,315.2,285.9,313.07,2022-05-05,TSLA,873.28,945.6,857.7,939.21,30839731,92519193.0000001,HISTORICAL_PRICES,TSLA,,1651708800000,1661544965000
317.54,317.54,318.5,295.093,301.313,81643704.00000009,318.5,295.093,301.313,2022-05-04,TSLA,952.62,955.5,885.28,903.94,27214568,81643704.00000009,HISTORICAL_PRICES,TSLA,,1651622400000,1661544965000
303.083,303.083,308.027,296.197,301.06,63709575.00000007,308.027,296.197,301.06,2022-05-03,TSLA,909.25,924.08,888.59,903.18,21236525,63709575.00000007,HISTORICAL_PRICES,TSLA,,1651536000000,1661544971000
300.98,300.98,302.12,282.677,286.923,75781371.00000007,302.12,282.677,286.923,2022-05-02,TSLA,902.94,906.3599,848.03,860.77,25260457,75781371.00000007,HISTORICAL_PRICES,TSLA,,1651449600000,1661544968000
290.253,290.253,311.467,290,300.75,88132995.00000009,311.467,290,300.75,2022-04-29,TSLA,870.76,934.3999,870,902.25,29377665,88132995.00000009,HISTORICAL_PRICES,TSLA,,1651190400000,1661544965000
292.503,292.503,300,273.9,299.993,124948527.00000012,300,273.9,299.993,2022-04-28,TSLA,877.51,900,821.7,899.98,41649509,124948527.00000012,HISTORICAL_PRICES,TSLA,,1651104000000,1661544964000
293.837,293.837,306,292.453,299.527,76956396.00000007,306,292.453,299.527,2022-04-27,TSLA,881.51,918,877.36,898.58,25652132,76956396.00000007,HISTORICAL_PRICES,TSLA,,1651017600000,1661544969000
292.14,292.14,333.333,291.667,331.81,136133667.00000015,333.333,291.667,331.81,2022-04-26,TSLA,876.42,1000,875,995.43,45377889,136133667.00000015,HISTORICAL_PRICES,TSLA,,1650931200000,1661544971000
332.673,332.673,336.207,325.1,326.323,68341335.00000007,336.207,325.1,326.323,2022-04-25,TSLA,998.02,1008.62,975.3,978.97,22780445,68341335.00000007,HISTORICAL_PRICES,TSLA,,1650844800000,1661544965000
335.017,335.017,344.95,331.333,338.303,69696558.00000007,344.95,331.333,338.303,2022-04-22,TSLA,1005.05,1034.85,994.0001,1014.91,23232186,69696558.00000007,HISTORICAL_PRICES,TSLA,,1650585600000,1661544972000
336.26,336.26,364.073,332.138,358.243,105416337.0000001,364.073,332.138,358.243,2022-04-21,TSLA,1008.78,1092.22,996.415,1074.73,35138779,105416337.0000001,HISTORICAL_PRICES,TSLA,,1650499200000,1661544972000
325.733,325.733,344.667,325.083,343.333,70711326.00000007,344.667,325.083,343.333,2022-04-20,TSLA,977.2,1034,975.2501,1030,23570442,70711326.00000007,HISTORICAL_PRICES,TSLA,,1650412800000,1661544969000
342.717,342.717,344.98,331.775,335.02,49847832.00000005,344.98,331.775,335.02,2022-04-19,TSLA,1028.15,1034.94,995.325,1005.06,16615944,49847832.00000005,HISTORICAL_PRICES,TSLA,,1650326400000,1661544962000
334.763,334.763,338.307,324.47,329.677,51715221.00000005,338.307,324.47,329.677,2022-04-18,TSLA,1004.29,1014.92,973.41,989.03,17238407,51715221.00000005,HISTORICAL_PRICES,TSLA,,1650240000000,1661544972000
328.333,328.333,337.57,327.397,333.097,58422405.00000006,337.57,327.397,333.097,2022-04-14,TSLA,985,1012.7099,982.19,999.29,19474135,58422405.00000006,HISTORICAL_PRICES,TSLA,,1649894400000,1661544971000
340.79,340.79,342.08,324.366,327.025,55121211.00000006,342.08,324.366,327.025,2022-04-13,TSLA,1022.37,1026.24,973.097,981.075,18373737,55121211.00000006,HISTORICAL_PRICES,TSLA,,1649808000000,1661544966000
328.983,328.983,340.397,325.533,332.547,65976096.00000007,340.397,325.533,332.547,2022-04-12,TSLA,986.95,1021.1921,976.6001,997.64,21992032,65976096.00000007,HISTORICAL_PRICES,TSLA,,1649721600000,1661544972000
325.31,325.31,336.156,324.88,326.8,59357205.00000006,336.156,324.88,326.8,2022-04-11,TSLA,975.93,1008.4681,974.64,980.4,19785735,59357205.00000006,HISTORICAL_PRICES,TSLA,,1649635200000,1661544964000
341.83,341.83,349.48,340.812,347.737,55013688.00000006,349.48,340.812,347.737,2022-04-08,TSLA,1025.49,1048.44,1022.435,1043.21,18337896,55013688.00000006,HISTORICAL_PRICES,TSLA,,1649376000000,1661544968000
352.42,352.42,358.863,340.513,350.797,79447059.00000009,358.863,340.513,350.797,2022-04-07,TSLA,1057.26,1076.59,1021.5401,1052.39,26482353,79447059.00000009,HISTORICAL_PRICES,TSLA,,1649289600000,1661544962000
348.587,348.587,359.667,342.567,357.823,89348535.00000009,359.667,342.567,357.823,2022-04-06,TSLA,1045.76,1079,1027.7,1073.47,29782845,89348535.00000009,HISTORICAL_PRICES,TSLA,,1649203200000,1661544965000
363.753,363.753,384.29,362.433,378.767,80075019.00000009,384.29,362.433,378.767,2022-04-05,TSLA,1091.26,1152.87,1087.3,1136.3,26691673,80075019.00000009,HISTORICAL_PRICES,TSLA,,1649116800000,1661544968000
381.817,381.817,383.303,357.51,363.127,82177701.00000009,383.303,357.51,363.127,2022-04-04,TSLA,1145.45,1149.91,1072.53,1089.38,27392567,82177701.00000009,HISTORICAL_PRICES,TSLA,,1649030400000,1661544969000
361.53,361.53,364.917,355.547,360.383,54263223.00000006,364.917,355.547,360.383,2022-04-01,TSLA,1084.59,1094.75,1066.64,1081.15,18087741,54263223.00000006,HISTORICAL_PRICES,TSLA,,1648771200000,1661544971000
359.2,359.2,367.713,358.88,364.857,48992757.00000005,367.713,358.88,364.857,2022-03-31,TSLA,1077.6,1103.1399,1076.641,1094.57,16330919,48992757.00000005,HISTORICAL_PRICES,TSLA,,1648684800000,1661544969000
364.663,364.663,371.317,361.333,363.723,59865006.00000006,371.317,361.333,363.723,2022-03-30,TSLA,1093.99,1113.95,1084,1091.17,19955002,59865006.00000006,HISTORICAL_PRICES,TSLA,,1648598400000,1661544964000
366.523,366.523,371.59,357.703,369.33,73614819.00000007,371.59,357.703,369.33,2022-03-29,TSLA,1099.57,1114.77,1073.11,1107.99,24538273,73614819.00000007,HISTORICAL_PRICES,TSLA,,1648512000000,1661544968000
363.947,363.947,365.96,351.2,355.033,102506079.0000001,365.96,351.2,355.033,2022-03-28,TSLA,1091.84,1097.8799,1053.6,1065.1,34168693,102506079.0000001,HISTORICAL_PRICES,TSLA,,1648425600000,1661544962000
336.88,336.88,340.6,332.44,336,62031546.00000007,340.6,332.44,336,2022-03-25,TSLA,1010.64,1021.7999,997.3201,1008,20677182,62031546.00000007,HISTORICAL_PRICES,TSLA,,1648166400000,1661544969000
337.973,337.973,341.497,329.6,336.577,68920878.00000007,341.497,329.6,336.577,2022-03-24,TSLA,1013.92,1024.49,988.8,1009.73,22973626,68920878.00000007,HISTORICAL_PRICES,TSLA,,1648080000000,1661544965000
333.037,333.037,346.9,325.467,326.647,120676149.00000012,346.9,325.467,326.647,2022-03-23,TSLA,999.11,1040.7,976.4,979.94,40225383,120676149.00000012,HISTORICAL_PRICES,TSLA,,1647993600000,1661544968000
331.327,331.327,332.62,307.25,310,105868557.0000001,332.62,307.25,310,2022-03-22,TSLA,993.98,997.86,921.75,930,35289519,105868557.0000001,HISTORICAL_PRICES,TSLA,,1647907200000,1661544963000
307.053,307.053,314.283,302.363,304.993,81981648.00000009,314.283,302.363,304.993,2022-03-21,TSLA,921.16,942.85,907.09,914.98,27327216,81981648.00000009,HISTORICAL_PRICES,TSLA,,1647820800000,1661544965000
301.797,301.797,302.617,289.13,291.497,100414191.0000001,302.617,289.13,291.497,2022-03-18,TSLA,905.39,907.85,867.39,874.49,33471397,100414191.0000001,HISTORICAL_PRICES,TSLA,,1647561600000,1661544971000
290.533,290.533,291.667,275.239,276.997,66582972.00000007,291.667,275.239,276.997,2022-03-17,TSLA,871.6,875,825.7178,830.99,22194324,66582972.00000007,HISTORICAL_PRICES,TSLA,,1647475200000,1661544967000
280.077,280.077,280.667,267.42,269.667,84028821.00000009,280.667,267.42,269.667,2022-03-16,TSLA,840.23,842,802.2601,809,28009607,84028821.00000009,HISTORICAL_PRICES,TSLA,,1647388800000,1661544966000
267.297,267.297,268.523,252.19,258.423,66841143.00000007,268.523,252.19,258.423,2022-03-15,TSLA,801.89,805.57,756.57,775.27,22280381,66841143.00000007,HISTORICAL_PRICES,TSLA,,1647302400000,1661544968000
255.457,255.457,266.9,252.013,260.203,71152263.00000007,266.9,252.013,260.203,2022-03-14,TSLA,766.37,800.7,756.04,780.61,23717421,71152263.00000007,HISTORICAL_PRICES,TSLA,,1647216000000,1661544965000
265.117,265.117,281.267,264.59,280.066,67037166.00000007,281.267,264.59,280.066,2022-03-11,TSLA,795.35,843.802,793.77,840.197,22345722,67037166.00000007,HISTORICAL_PRICES,TSLA,,1646956800000,1661544966000
279.433,279.433,284.817,270.12,283.817,58648644.00000006,284.817,270.12,283.817,2022-03-10,TSLA,838.3,854.45,810.3601,851.45,19549548,58648644.00000006,HISTORICAL_PRICES,TSLA,,1646870400000,1661544964000
286.323,286.323,286.853,277.337,279.827,59183979.00000006,286.853,277.337,279.827,2022-03-09,TSLA,858.97,860.56,832.01,839.48,19727993,59183979.00000006,HISTORICAL_PRICES,TSLA,,1646784000000,1661544970000
274.8,274.8,283.33,260.723,265.177,80399106.00000009,283.33,260.723,265.177,2022-03-08,TSLA,824.4,849.99,782.17,795.53,26799702,80399106.00000009,HISTORICAL_PRICES,TSLA,,1646697600000,1661544967000
268.193,268.193,288.713,268.19,285.433,72494172.00000007,288.713,268.19,285.433,2022-03-07,TSLA,804.58,866.14,804.57,856.3,24164724,72494172.00000007,HISTORICAL_PRICES,TSLA,,1646611200000,1661544971000
279.43,279.43,285.217,275.054,283.033,67179861.00000007,285.217,275.054,283.033,2022-03-04,TSLA,838.29,855.65,825.1609,849.1,22393287,67179861.00000007,HISTORICAL_PRICES,TSLA,,1646352000000,1661544963000
279.763,279.763,295.48,277.533,292.923,61623507.00000007,295.48,277.533,292.923,2022-03-03,TSLA,839.29,886.439,832.6001,878.77,20541169,61623507.00000007,HISTORICAL_PRICES,TSLA,,1646265600000,1661544969000
293.297,293.297,295.493,281.424,290.71,74643438.00000007,295.493,281.424,290.71,2022-03-02,TSLA,879.89,886.48,844.2721,872.13,24881146,74643438.00000007,HISTORICAL_PRICES,TSLA,,1646179200000,1661544970000
288.123,288.123,296.627,284.593,289.893,74766861.00000007,296.627,284.593,289.893,2022-03-01,TSLA,864.37,889.88,853.78,869.68,24922287,74766861.00000007,HISTORICAL_PRICES,TSLA,,1646092800000,1661544964000
290.143,290.143,292.287,271.569,271.67,99006867.0000001,292.287,271.569,271.67,2022-02-28,TSLA,870.43,876.86,814.7075,815.01,33002289,99006867.0000001,HISTORICAL_PRICES,TSLA,,1646006400000,1661544972000
269.957,269.957,273.167,260.8,269.743,76067763.00000007,273.167,260.8,269.743,2022-02-25,TSLA,809.87,819.5,782.4005,809.23,25355921,76067763.00000007,HISTORICAL_PRICES,TSLA,,1645747200000,1661544972000
266.923,266.923,267.493,233.333,233.463,135322275.00000015,267.493,233.333,233.463,2022-02-24,TSLA,800.77,802.48,700,700.39,45107425,135322275.00000015,HISTORICAL_PRICES,TSLA,,1645660800000,1661544971000
254.68,254.68,278.433,253.52,276.81,95257008.0000001,278.433,253.52,276.81,2022-02-23,TSLA,764.04,835.2997,760.56,830.43,31752336,95257008.0000001,HISTORICAL_PRICES,TSLA,,1645574400000,1661544966000
273.843,273.843,285.578,267.033,278.043,83288202.00000009,285.578,267.033,278.043,2022-02-22,TSLA,821.53,856.7338,801.1001,834.13,27762734,83288202.00000009,HISTORICAL_PRICES,TSLA,,1645488000000,1661544969000
285.66,285.66,295.623,279.203,295.333,68501841.00000007,295.623,279.203,295.333,2022-02-18,TSLA,856.98,886.87,837.61,886,22833947,68501841.00000007,HISTORICAL_PRICES,TSLA,,1645142400000,1661544968000
292.117,292.117,306.167,291.367,304.42,55178418.00000006,306.167,291.367,304.42,2022-02-17,TSLA,876.35,918.4999,874.1,913.26,18392806,55178418.00000006,HISTORICAL_PRICES,TSLA,,1645056000000,1661544964000
307.797,307.797,308.81,300.403,304.683,51294396.00000005,308.81,300.403,304.683,2022-02-16,TSLA,923.39,926.4299,901.21,914.05,17098132,51294396.00000005,HISTORICAL_PRICES,TSLA,,1644969600000,1661544970000
307.477,307.477,307.667,297.793,300,57649542.00000006,307.667,297.793,300,2022-02-15,TSLA,922.43,923,893.3774,900,19216514,57649542.00000006,HISTORICAL_PRICES,TSLA,,1644883200000,1661544969000
291.92,291.92,299.627,284.383,287.19,67756416.00000007,299.627,284.383,287.19,2022-02-14,TSLA,875.76,898.8799,853.15,861.57,22585472,67756416.00000007,HISTORICAL_PRICES,TSLA,,1644796800000,1661544971000
286.667,286.667,305.32,283.567,303.21,79645869.00000009,305.32,283.567,303.21,2022-02-11,TSLA,860,915.96,850.7,909.63,26548623,79645869.00000009,HISTORICAL_PRICES,TSLA,,1644537600000,1661544969000
301.517,301.517,314.603,298.9,302.79,66126831.00000007,314.603,298.9,302.79,2022-02-10,TSLA,904.55,943.81,896.7,908.37,22042277,66126831.00000007,HISTORICAL_PRICES,TSLA,,1644451200000,1661544971000
310.667,310.667,315.423,306.667,311.667,52259544.00000005,315.423,306.667,311.667,2022-02-09,TSLA,932,946.2699,920,935,17419848,52259544.00000005,HISTORICAL_PRICES,TSLA,,1644364800000,1661544968000
307.333,307.333,308.763,298.267,301.843,50729013.00000005,308.763,298.267,301.843,2022-02-08,TSLA,922,926.2899,894.8,905.53,16909671,50729013.00000005,HISTORICAL_PRICES,TSLA,,1644278400000,1661544971000
302.447,302.447,315.923,300.903,307.93,60994464.00000007,315.923,300.903,307.93,2022-02-07,TSLA,907.34,947.77,902.7089,923.79,20331488,60994464.00000007,HISTORICAL_PRICES,TSLA,,1644192000000,1661544968000
307.773,307.773,312.167,293.723,299.073,73625466.00000007,312.167,293.723,299.073,2022-02-04,TSLA,923.32,936.5,881.17,897.22,24541822,73625466.00000007,HISTORICAL_PRICES,TSLA,,1643932800000,1661544962000
